source,target,date,category,node,occupation
7987,560,2011-04-12,D,7987,celebrity
7987,7723,2010-08-27,D,7987,celebrity
7987,1271,2008-11-28,D,7987,celebrity
7987,184,2007-09-07,D,7987,celebrity
7987,1273,2011-08-07,D,7987,celebrity
7987,76,2009-08-14,D,7987,celebrity
7987,7725,2010-03-18,D,7987,celebrity
7987,7998,2010-06-03,D,7987,celebrity
7987,7726,2013-03-07,D,7987,celebrity
7987,2519,2007-06-01,D,7987,celebrity
7987,1284,2011-05-01,D,7987,celebrity
7987,7999,2011-05-28,D,7987,celebrity
7987,8000,2013-10-05,D,7987,celebrity
7987,7727,2014-10-16,D,7987,celebrity
7987,1288,2010-06-17,D,7987,celebrity
7987,6755,2013-07-10,D,7987,celebrity
7987,1294,2014-10-08,D,7987,celebrity
7987,1298,2009-01-09,D,7987,celebrity
7987,8001,2012-11-09,D,7987,celebrity
8001,2127,2010-09-28,P,8001,celebrity
8001,7719,2009-06-02,P,8001,celebrity
8001,23182,2011-05-16,P,8001,celebrity
8001,23183,2013-06-07,P,8001,celebrity
8001,23184,2013-03-03,P,8001,celebrity
8001,7994,2013-02-01,P,8001,celebrity
8001,23185,2013-06-03,P,8001,celebrity
8001,23186,2008-02-16,P,8001,celebrity
8001,23187,2007-05-05,P,8001,celebrity
8001,2137,2011-01-25,P,8001,celebrity
8001,23188,2012-06-06,P,8001,celebrity
8001,10962,2012-01-06,P,8001,celebrity
8001,23189,2011-01-25,P,8001,celebrity
8001,23190,2008-06-26,P,8001,celebrity
8001,7723,2007-12-05,P,8001,celebrity
8001,7727,2011-12-23,P,8001,celebrity
8002,8003,2007-09-09,D,8002,celebrity
8002,6197,2012-08-07,D,8002,celebrity
8002,8004,2012-12-24,D,8002,celebrity
8002,8005,2008-02-26,D,8002,celebrity
8002,8006,2009-07-23,D,8002,celebrity
8002,6228,2012-11-06,D,8002,celebrity
8002,5823,2012-05-20,D,8002,celebrity
8002,8007,2014-06-03,D,8002,celebrity
8002,8008,2011-02-25,D,8002,celebrity
8002,1238,2014-04-18,D,8002,celebrity
8002,5118,2011-07-25,D,8002,celebrity
8002,4348,2010-11-16,D,8002,celebrity
8002,8009,2009-02-23,D,8002,celebrity
8002,8010,2007-08-03,D,8002,celebrity
8002,8011,2007-02-02,D,8002,celebrity
8002,8012,2010-02-26,D,8002,celebrity
8002,8013,2007-11-10,D,8002,celebrity
8002,8014,2011-09-13,D,8002,celebrity
8002,4141,2011-04-07,D,8002,celebrity
8002,7675,2010-06-25,D,8002,celebrity
8002,8015,2010-12-11,D,8002,celebrity
8002,8016,2014-07-05,D,8002,celebrity
8002,8017,2014-08-16,D,8002,celebrity
8002,1270,2009-03-16,D,8002,celebrity
8002,8018,2008-09-08,D,8002,celebrity
8002,8019,2007-01-11,D,8002,celebrity
8002,8020,2010-02-23,D,8002,celebrity
8002,8021,2007-11-18,D,8002,celebrity
8002,8022,2010-08-06,D,8002,celebrity
8002,8023,2009-07-13,D,8002,celebrity
8002,8024,2014-10-09,D,8002,celebrity
8002,5638,2014-05-06,D,8002,celebrity
8002,8025,2010-11-04,D,8002,celebrity
8002,8026,2014-10-24,D,8002,celebrity
8002,8027,2009-07-15,D,8002,celebrity
8002,8028,2008-07-25,D,8002,celebrity
8002,5885,2013-08-20,D,8002,celebrity
8002,8029,2011-01-06,D,8002,celebrity
8002,8030,2009-04-07,D,8002,celebrity
8002,8031,2010-06-26,D,8002,celebrity
8002,8032,2010-03-08,D,8002,celebrity
8033,8034,2011-05-10,I,8033,scientist
8033,8035,2008-11-13,I,8033,scientist
8033,8036,2010-09-15,I,8033,scientist
8033,8037,2009-11-20,I,8033,scientist
8033,8038,2010-07-27,I,8033,scientist
8033,8039,2012-07-12,I,8033,scientist
8033,8040,2011-05-01,I,8033,scientist
8033,8041,2013-04-28,I,8033,scientist
8033,8042,2008-07-27,I,8033,scientist
8033,8043,2010-04-02,I,8033,scientist
8033,8044,2014-04-19,I,8033,scientist
8033,8045,2010-03-04,I,8033,scientist
8033,8046,2011-06-13,I,8033,scientist
8033,8047,2008-09-08,I,8033,scientist
8033,8048,2010-03-01,I,8033,scientist
8033,8049,2013-03-28,I,8033,scientist
8033,8050,2013-11-03,I,8033,scientist
8033,8051,2013-12-11,I,8033,scientist
8033,8052,2014-02-10,I,8033,scientist
8033,8053,2010-06-09,I,8033,scientist
8033,8054,2007-01-17,I,8033,scientist
8033,8055,2009-12-01,I,8033,scientist
8033,8056,2013-01-25,I,8033,scientist
8033,8057,2007-05-08,I,8033,scientist
8033,8058,2013-03-25,I,8033,scientist
8033,8059,2011-05-20,I,8033,scientist
8033,8060,2014-12-16,I,8033,scientist
8033,8061,2007-11-28,I,8033,scientist
8033,8062,2011-02-21,I,8033,scientist
8033,8063,2014-01-16,I,8033,scientist
8033,8064,2010-04-26,I,8033,scientist
8033,8065,2012-09-21,I,8033,scientist
8033,8066,2014-07-24,I,8033,scientist
8033,8067,2010-08-11,I,8033,scientist
8033,8068,2008-02-10,I,8033,scientist
8033,8069,2010-06-20,I,8033,scientist
8033,8070,2011-08-04,I,8033,scientist
8033,1711,2012-10-20,I,8033,scientist
8033,8071,2009-12-11,I,8033,scientist
8033,8072,2008-04-06,I,8033,scientist
8033,8073,2010-11-12,I,8033,scientist
8033,8074,2010-07-08,I,8033,scientist
8033,8075,2009-12-23,I,8033,scientist
8033,8076,2013-08-20,I,8033,scientist
8033,8077,2007-12-14,I,8033,scientist
8033,8078,2011-04-21,I,8033,scientist
8033,8079,2010-11-05,I,8033,scientist
8033,8080,2014-06-11,I,8033,scientist
8033,8081,2011-11-02,I,8033,scientist
8033,8082,2014-04-16,I,8033,scientist
8033,8083,2013-07-13,I,8033,scientist
8033,8084,2014-10-15,I,8033,scientist
8033,8085,2011-02-04,I,8033,scientist
8033,8086,2007-09-14,I,8033,scientist
8033,8087,2007-08-20,I,8033,scientist
8033,8088,2014-11-20,I,8033,scientist
8033,8089,2010-06-09,I,8033,scientist
8033,8090,2008-02-06,I,8033,scientist
8033,8091,2011-08-12,I,8033,scientist
8033,8092,2007-07-06,I,8033,scientist
8033,8093,2014-07-20,I,8033,scientist
8033,8094,2011-09-08,I,8033,scientist
8033,8095,2009-06-18,I,8033,scientist
8033,8096,2013-02-25,I,8033,scientist
8033,8097,2013-10-15,I,8033,scientist
8033,8098,2011-06-21,I,8033,scientist
8033,8099,2012-01-18,I,8033,scientist
8033,8100,2014-12-23,I,8033,scientist
8033,8101,2012-07-13,I,8033,scientist
8033,8102,2008-04-04,I,8033,scientist
8033,8103,2009-10-08,I,8033,scientist
8033,8104,2014-01-25,I,8033,scientist
8033,8105,2014-10-01,I,8033,scientist
8033,8106,2010-09-10,I,8033,scientist
8033,8107,2008-09-26,I,8033,scientist
8033,8108,2009-11-10,I,8033,scientist
8033,8109,2008-08-03,I,8033,scientist
8033,8110,2008-12-05,I,8033,scientist
8033,8111,2014-09-12,I,8033,scientist
8033,8112,2007-07-02,I,8033,scientist
8033,8113,2009-10-08,I,8033,scientist
8033,8114,2008-12-03,I,8033,scientist
8033,8115,2010-12-21,I,8033,scientist
8033,8116,2013-06-09,I,8033,scientist
8033,8117,2007-09-27,I,8033,scientist
8033,8118,2013-02-27,I,8033,scientist
8033,8119,2009-11-22,I,8033,scientist
8033,8120,2013-09-21,I,8033,scientist
8033,8121,2007-12-22,I,8033,scientist
8033,8122,2012-07-20,I,8033,scientist
8033,8123,2011-03-19,I,8033,scientist
8033,8124,2008-04-13,I,8033,scientist
8033,8125,2008-09-11,I,8033,scientist
8033,8126,2007-08-28,I,8033,scientist
8033,4242,2013-04-09,I,8033,scientist
8033,8127,2014-06-08,I,8033,scientist
8033,8128,2007-08-10,I,8033,scientist
8033,8129,2011-03-09,I,8033,scientist
8033,8130,2007-08-13,I,8033,scientist
8033,8131,2008-01-23,I,8033,scientist
8033,8132,2014-05-04,I,8033,scientist
8033,8133,2007-03-09,I,8033,scientist
8033,8134,2007-11-16,I,8033,scientist
8033,8135,2013-06-02,I,8033,scientist
8033,8136,2013-10-11,I,8033,scientist
8033,8137,2011-10-01,I,8033,scientist
8033,8138,2013-07-10,I,8033,scientist
8033,8139,2008-02-26,I,8033,scientist
8033,8140,2011-10-03,I,8033,scientist
8033,1723,2009-12-17,I,8033,scientist
8033,8141,2012-02-13,I,8033,scientist
8033,8142,2014-02-24,I,8033,scientist
8033,8143,2013-01-17,I,8033,scientist
8033,8144,2014-01-18,I,8033,scientist
8033,8145,2014-03-25,I,8033,scientist
8033,8146,2010-09-02,I,8033,scientist
8033,8147,2012-09-04,I,8033,scientist
8033,8148,2014-11-06,I,8033,scientist
8033,8149,2012-12-24,I,8033,scientist
8033,8150,2007-10-03,I,8033,scientist
8033,8151,2014-04-18,I,8033,scientist
8033,8152,2008-07-19,I,8033,scientist
8033,8153,2008-04-09,I,8033,scientist
8154,8155,2007-05-09,P,8154,celebrity
8154,8156,2011-05-10,P,8154,celebrity
8154,8157,2013-07-05,P,8154,celebrity
8154,8158,2013-02-21,P,8154,celebrity
8154,8159,2014-10-15,P,8154,celebrity
8154,8160,2008-11-26,P,8154,celebrity
8154,8161,2011-12-17,P,8154,celebrity
8154,8162,2012-06-07,P,8154,celebrity
8237,10942,2007-07-26,I,8237,politician
8237,10943,2011-02-20,I,8237,politician
8237,10944,2007-06-22,I,8237,politician
8237,10945,2008-06-19,I,8237,politician
8237,10946,2008-03-03,I,8237,politician
8237,65,2012-09-19,I,8237,politician
8237,7989,2011-01-12,I,8237,politician
8237,10947,2008-06-10,I,8237,politician
8237,2122,2014-08-16,I,8237,politician
8237,1236,2007-06-11,I,8237,politician
8237,2124,2014-07-19,I,8237,politician
8237,67,2009-12-04,I,8237,politician
8237,10948,2012-04-27,I,8237,politician
8237,2127,2007-08-04,I,8237,politician
8237,10949,2012-04-11,I,8237,politician
8237,10360,2009-02-03,I,8237,politician
8237,9572,2011-06-27,I,8237,politician
8237,10950,2011-05-11,I,8237,politician
8237,10951,2011-03-19,I,8237,politician
8237,8233,2008-05-24,I,8237,politician
8237,10952,2007-02-11,I,8237,politician
8237,10953,2007-10-27,I,8237,politician
8237,1386,2013-07-20,I,8237,politician
8237,4278,2013-08-28,I,8237,politician
8237,1243,2007-02-23,I,8237,politician
8237,7716,2011-10-21,I,8237,politician
8237,2133,2009-02-15,I,8237,politician
8237,7719,2012-04-10,I,8237,politician
8237,10954,2012-01-13,I,8237,politician
8237,10955,2014-01-07,I,8237,politician
8237,1250,2008-01-27,I,8237,politician
8237,2135,2012-04-08,I,8237,politician
8237,10956,2011-01-26,I,8237,politician
8237,1258,2012-01-12,I,8237,politician
8237,10957,2013-02-06,I,8237,politician
8237,10958,2007-07-09,I,8237,politician
8237,7720,2008-02-25,I,8237,politician
8237,1259,2009-11-24,I,8237,politician
8237,7995,2011-03-02,I,8237,politician
8237,10959,2007-01-03,I,8237,politician
8237,7721,2012-10-26,I,8237,politician
8237,10960,2010-10-06,I,8237,politician
8237,2136,2014-08-01,I,8237,politician
8237,2137,2011-05-18,I,8237,politician
8237,7996,2007-06-13,I,8237,politician
8237,10961,2012-10-07,I,8237,politician
8237,10962,2014-12-09,I,8237,politician
8237,10963,2013-01-11,I,8237,politician
8237,10964,2012-05-11,I,8237,politician
8237,72,2008-06-26,I,8237,politician
8237,10965,2010-09-21,I,8237,politician
8237,2518,2012-01-23,I,8237,politician
8237,10966,2009-07-06,I,8237,politician
8237,2190,2011-07-10,I,8237,politician
8237,560,2008-09-20,I,8237,politician
8237,10967,2007-03-05,I,8237,politician
8237,7722,2012-12-05,I,8237,politician
8237,10968,2011-11-14,I,8237,politician
8237,10969,2009-02-27,I,8237,politician
8237,7723,2007-10-15,I,8237,politician
8237,10970,2009-07-20,I,8237,politician
8237,10971,2007-06-19,I,8237,politician
8237,10972,2013-10-04,I,8237,politician
8237,1271,2008-07-01,I,8237,politician
8237,10973,2013-09-24,I,8237,politician
8237,1273,2009-01-11,I,8237,politician
8237,7725,2009-06-11,I,8237,politician
8237,7998,2014-09-14,I,8237,politician
8237,10974,2007-03-25,I,8237,politician
8237,10975,2011-12-21,I,8237,politician
8237,7726,2007-08-21,I,8237,politician
8237,1284,2009-12-21,I,8237,politician
8237,10976,2013-11-24,I,8237,politician
8237,2507,2014-06-26,I,8237,politician
8237,10977,2010-11-09,I,8237,politician
8237,7727,2008-06-13,I,8237,politician
8237,10978,2012-01-01,I,8237,politician
8237,10979,2011-03-18,I,8237,politician
8237,78,2011-06-25,I,8237,politician
8237,1294,2008-07-12,I,8237,politician
8237,80,2014-01-20,I,8237,politician
8237,10980,2010-11-22,I,8237,politician
8237,1298,2007-01-05,I,8237,politician
8237,2522,2012-02-05,I,8237,politician
8237,81,2011-06-19,I,8237,politician
8237,2524,2013-03-16,I,8237,politician
8242,8243,2011-07-09,D,8242,politician
8242,8244,2014-06-25,D,8242,politician
8242,8245,2012-06-08,D,8242,politician
8242,8246,2009-04-20,D,8242,politician
8242,8247,2009-07-21,D,8242,politician
8242,8248,2008-02-19,D,8242,politician
8242,8249,2010-02-05,D,8242,politician
8242,7648,2013-12-18,D,8242,politician
8242,8250,2009-05-16,D,8242,politician
8242,2634,2010-10-11,D,8242,politician
8242,8251,2013-01-04,D,8242,politician
8242,8252,2011-04-28,D,8242,politician
8242,8253,2007-01-26,D,8242,politician
8242,8254,2010-03-01,D,8242,politician
8242,8255,2012-03-03,D,8242,politician
8242,8256,2012-12-07,D,8242,politician
8242,8257,2010-11-27,D,8242,politician
8242,8258,2010-10-27,D,8242,politician
8242,8259,2011-07-20,D,8242,politician
8242,8260,2008-02-18,D,8242,politician
8242,8261,2010-06-13,D,8242,politician
8242,8262,2010-09-25,D,8242,politician
8242,8263,2010-06-25,D,8242,politician
8242,8264,2014-06-23,D,8242,politician
8242,8265,2007-11-24,D,8242,politician
8242,8266,2008-11-13,D,8242,politician
8242,8267,2012-04-06,D,8242,politician
8242,1857,2009-10-16,D,8242,politician
8242,8268,2012-07-26,D,8242,politician
8242,8269,2010-10-08,D,8242,politician
8242,8270,2014-03-05,D,8242,politician
8242,8271,2013-03-20,D,8242,politician
8242,8272,2008-02-24,D,8242,politician
8242,8273,2009-02-09,D,8242,politician
8242,8274,2008-05-01,D,8242,politician
8242,8275,2009-03-08,D,8242,politician
8242,8276,2009-01-27,D,8242,politician
8242,8277,2007-12-16,D,8242,politician
8242,8278,2008-12-01,D,8242,politician
8242,8279,2012-02-22,D,8242,politician
8242,8280,2010-10-28,D,8242,politician
8242,8281,2011-01-08,D,8242,politician
8242,8282,2008-06-21,D,8242,politician
8242,8283,2010-08-02,D,8242,politician
8242,8284,2010-07-01,D,8242,politician
8242,8285,2010-09-12,D,8242,politician
8242,8286,2011-11-04,D,8242,politician
8242,8287,2007-10-26,D,8242,politician
8242,8288,2013-06-08,D,8242,politician
8242,8289,2013-03-07,D,8242,politician
8242,8290,2012-01-17,D,8242,politician
8242,8291,2007-10-20,D,8242,politician
8242,8292,2010-06-28,D,8242,politician
8242,8293,2011-10-05,D,8242,politician
8242,8294,2012-03-16,D,8242,politician
8242,8295,2010-12-20,D,8242,politician
8242,8296,2007-06-01,D,8242,politician
8242,8297,2010-11-09,D,8242,politician
8242,8298,2013-03-23,D,8242,politician
8242,8299,2007-08-15,D,8242,politician
8242,8300,2014-07-02,D,8242,politician
8242,8301,2009-03-12,D,8242,politician
8242,8302,2007-10-19,D,8242,politician
8242,8303,2011-11-20,D,8242,politician
8275,13381,2008-03-08,P,8275,celebrity
8275,13382,2009-11-15,P,8275,celebrity
8275,1747,2008-05-18,P,8275,celebrity
8275,13383,2012-01-25,P,8275,celebrity
8275,13384,2007-06-07,P,8275,celebrity
8275,8248,2010-11-25,P,8275,celebrity
8275,13385,2009-03-02,P,8275,celebrity
8275,13386,2009-06-14,P,8275,celebrity
8275,13387,2014-12-27,P,8275,celebrity
8275,13388,2010-01-21,P,8275,celebrity
8275,10626,2008-12-12,P,8275,celebrity
8275,13389,2009-07-09,P,8275,celebrity
8275,13390,2014-02-10,P,8275,celebrity
8275,8242,2011-01-10,P,8275,celebrity
8275,13391,2011-11-10,P,8275,celebrity
8275,13392,2011-08-24,P,8275,celebrity
8275,13393,2007-09-26,P,8275,celebrity
8275,13394,2014-11-20,P,8275,celebrity
8275,13395,2008-03-14,P,8275,celebrity
8275,8266,2014-06-05,P,8275,celebrity
8275,13396,2007-02-22,P,8275,celebrity
8275,13397,2013-01-03,P,8275,celebrity
8275,8274,2011-05-19,P,8275,celebrity
8275,13398,2014-03-07,P,8275,celebrity
8275,13399,2009-08-27,P,8275,celebrity
8275,13400,2010-06-24,P,8275,celebrity
8275,13401,2009-09-19,P,8275,celebrity
8275,13402,2008-01-14,P,8275,celebrity
8275,13403,2011-07-05,P,8275,celebrity
8275,13404,2013-08-28,P,8275,celebrity
8275,8277,2009-05-13,P,8275,celebrity
8275,13405,2012-07-28,P,8275,celebrity
8275,13406,2009-11-27,P,8275,celebrity
8275,8280,2008-08-01,P,8275,celebrity
8275,13407,2008-09-04,P,8275,celebrity
8275,13408,2012-09-15,P,8275,celebrity
8275,13409,2012-08-11,P,8275,celebrity
8275,13410,2014-12-17,P,8275,celebrity
8275,13411,2008-09-22,P,8275,celebrity
8275,8284,2011-05-03,P,8275,celebrity
8275,13412,2011-03-03,P,8275,celebrity
8275,13413,2012-04-03,P,8275,celebrity
8275,8286,2009-06-14,P,8275,celebrity
8275,13414,2010-05-13,P,8275,celebrity
8275,8290,2012-09-20,P,8275,celebrity
8275,13415,2013-07-11,P,8275,celebrity
8275,13416,2014-12-13,P,8275,celebrity
8299,22729,2013-11-25,D,8299,scientist
8299,6340,2009-09-21,D,8299,scientist
8299,7973,2011-12-23,D,8299,scientist
8299,22730,2013-03-03,D,8299,scientist
8299,3240,2010-12-18,D,8299,scientist
8299,9790,2011-08-10,D,8299,scientist
8299,22731,2009-06-09,D,8299,scientist
8304,8305,2013-03-14,P,8304,celebrity
8304,8306,2010-07-17,P,8304,celebrity
8304,8307,2013-05-27,P,8304,celebrity
8304,8308,2009-03-07,P,8304,celebrity
8304,8309,2011-10-28,P,8304,celebrity
8304,7783,2007-03-08,P,8304,celebrity
8304,8310,2012-06-06,P,8304,celebrity
8304,8311,2013-01-12,P,8304,celebrity
8304,8312,2013-04-16,P,8304,celebrity
8304,8313,2012-08-27,P,8304,celebrity
8304,8314,2011-12-08,P,8304,celebrity
8304,8315,2014-03-12,P,8304,celebrity
8304,8316,2014-03-01,P,8304,celebrity
8304,8317,2012-08-06,P,8304,celebrity
8304,8318,2008-01-04,P,8304,celebrity
8304,8319,2009-01-04,P,8304,celebrity
8304,8320,2009-01-12,P,8304,celebrity
8304,8321,2011-03-24,P,8304,celebrity
8304,8322,2011-10-05,P,8304,celebrity
8304,8323,2014-07-07,P,8304,celebrity
8304,8324,2007-05-03,P,8304,celebrity
8304,8325,2008-11-28,P,8304,celebrity
8304,8326,2013-01-11,P,8304,celebrity
8304,8327,2013-01-24,P,8304,celebrity
8304,8328,2014-10-28,P,8304,celebrity
8304,8329,2010-10-27,P,8304,celebrity
8304,8330,2008-07-13,P,8304,celebrity
8304,8331,2008-12-16,P,8304,celebrity
8304,8332,2010-06-03,P,8304,celebrity
8304,8333,2007-06-16,P,8304,celebrity
8304,8334,2012-03-23,P,8304,celebrity
8304,8335,2008-09-12,P,8304,celebrity
8304,8336,2011-12-06,P,8304,celebrity
8304,8337,2009-04-02,P,8304,celebrity
8304,8338,2008-09-01,P,8304,celebrity
8304,8339,2014-12-12,P,8304,celebrity
8304,8340,2012-06-08,P,8304,celebrity
8304,5151,2014-04-25,P,8304,celebrity
8304,8341,2010-08-27,P,8304,celebrity
8304,8342,2007-10-25,P,8304,celebrity
8343,8344,2008-01-25,D,8343,scientist
8343,8345,2010-01-24,D,8343,scientist
8343,8346,2010-05-26,D,8343,scientist
8343,8347,2010-03-03,D,8343,scientist
8343,8348,2014-11-04,D,8343,scientist
8343,8349,2010-03-09,D,8343,scientist
8343,8350,2014-03-06,D,8343,scientist
8343,8351,2014-05-17,D,8343,scientist
8352,8353,2012-04-17,I,8352,politician
8352,8354,2008-05-28,I,8352,politician
8352,8355,2014-03-08,I,8352,politician
8352,8356,2009-01-12,I,8352,politician
8352,8357,2014-07-25,I,8352,politician
8352,8358,2011-06-11,I,8352,politician
8352,8359,2010-12-07,I,8352,politician
8352,8360,2011-04-05,I,8352,politician
8352,8361,2008-12-11,I,8352,politician
8352,8362,2011-02-03,I,8352,politician
8352,8363,2011-11-22,I,8352,politician
8352,8364,2010-01-06,I,8352,politician
8352,8365,2014-10-16,I,8352,politician
8352,8366,2008-02-11,I,8352,politician
8367,8368,2011-04-27,I,8367,politician
8367,8369,2014-06-20,I,8367,politician
8367,8370,2007-09-13,I,8367,politician
8367,8371,2011-01-14,I,8367,politician
8367,8372,2013-07-07,I,8367,politician
8367,8373,2013-07-03,I,8367,politician
8367,8374,2007-03-27,I,8367,politician
8367,8375,2008-07-24,I,8367,politician
8367,8376,2012-02-20,I,8367,politician
8367,8377,2013-08-23,I,8367,politician
8367,8378,2009-10-17,I,8367,politician
8367,8379,2008-03-04,I,8367,politician
8367,8380,2010-07-17,I,8367,politician
8367,8381,2014-09-16,I,8367,politician
8367,8382,2010-11-11,I,8367,politician
8367,8383,2008-07-11,I,8367,politician
8367,8384,2007-08-27,I,8367,politician
8367,8385,2009-12-01,I,8367,politician
8367,8386,2008-01-17,I,8367,politician
8367,8387,2011-12-09,I,8367,politician
8367,8388,2009-03-28,I,8367,politician
8367,8389,2011-09-19,I,8367,politician
8367,8390,2009-01-11,I,8367,politician
8367,8391,2007-04-10,I,8367,politician
8367,8392,2007-09-21,I,8367,politician
8367,8393,2007-12-15,I,8367,politician
8367,8394,2008-02-06,I,8367,politician
8367,8395,2009-10-19,I,8367,politician
8367,8396,2012-12-28,I,8367,politician
8367,8397,2007-11-25,I,8367,politician
8367,8398,2009-11-15,I,8367,politician
8367,8399,2007-04-12,I,8367,politician
8367,8400,2007-05-16,I,8367,politician
8367,8401,2009-05-26,I,8367,politician
8367,8402,2013-10-08,I,8367,politician
8367,8403,2007-08-01,I,8367,politician
8367,8404,2011-10-13,I,8367,politician
8367,8405,2008-07-04,I,8367,politician
8367,8406,2010-03-11,I,8367,politician
8367,8407,2014-12-05,I,8367,politician
8367,8408,2011-06-01,I,8367,politician
8367,8409,2010-06-13,I,8367,politician
8367,8410,2010-07-14,I,8367,politician
8367,8411,2007-11-24,I,8367,politician
8367,8412,2012-04-26,I,8367,politician
8367,8413,2008-06-14,I,8367,politician
8367,8414,2014-06-15,I,8367,politician
8367,8415,2012-02-01,I,8367,politician
8367,8416,2008-08-28,I,8367,politician
8367,8417,2014-07-18,I,8367,politician
8367,8418,2008-01-10,I,8367,politician
8367,8419,2013-07-10,I,8367,politician
8367,8420,2011-07-05,I,8367,politician
8367,8421,2012-07-10,I,8367,politician
8367,8422,2013-09-06,I,8367,politician
8367,8423,2012-04-09,I,8367,politician
8367,8424,2007-05-22,I,8367,politician
8367,8425,2011-11-01,I,8367,politician
8367,8426,2008-06-17,I,8367,politician
8367,8427,2010-05-28,I,8367,politician
8367,8428,2009-04-28,I,8367,politician
8367,8429,2013-03-04,I,8367,politician
8367,8430,2008-05-28,I,8367,politician
8367,8431,2007-04-08,I,8367,politician
8367,8432,2010-08-15,I,8367,politician
8367,8433,2007-04-14,I,8367,politician
8367,8434,2014-06-10,I,8367,politician
8367,8435,2013-12-21,I,8367,politician
8367,8436,2009-02-24,I,8367,politician
8367,8437,2012-05-07,I,8367,politician
8367,8438,2008-12-21,I,8367,politician
8367,8439,2012-09-25,I,8367,politician
8367,8440,2012-02-06,I,8367,politician
8367,8441,2012-12-22,I,8367,politician
8367,8442,2013-03-10,I,8367,politician
8367,8443,2011-09-12,I,8367,politician
8367,8444,2012-05-04,I,8367,politician
8367,8445,2010-12-01,I,8367,politician
8367,1696,2013-07-19,I,8367,politician
8367,8446,2011-04-25,I,8367,politician
8367,8447,2008-04-20,I,8367,politician
8367,8448,2008-10-02,I,8367,politician
8367,8449,2011-12-24,I,8367,politician
8367,8450,2008-02-28,I,8367,politician
8367,8451,2014-05-25,I,8367,politician
8367,8452,2008-07-14,I,8367,politician
8367,8453,2010-02-23,I,8367,politician
8367,8454,2010-04-11,I,8367,politician
8367,8455,2011-02-20,I,8367,politician
8367,8456,2014-12-13,I,8367,politician
8367,8457,2008-02-16,I,8367,politician
8367,8458,2014-09-09,I,8367,politician
8367,8459,2010-12-25,I,8367,politician
8367,8460,2009-05-08,I,8367,politician
8367,8461,2008-04-16,I,8367,politician
8367,8462,2011-10-22,I,8367,politician
8367,8463,2012-08-06,I,8367,politician
8367,8464,2012-05-03,I,8367,politician
8367,8465,2008-02-08,I,8367,politician
8367,8466,2007-12-09,I,8367,politician
8367,8467,2013-01-25,I,8367,politician
8367,8468,2012-07-20,I,8367,politician
8367,8469,2009-02-26,I,8367,politician
8367,8470,2009-05-05,I,8367,politician
8367,8471,2009-07-27,I,8367,politician
8367,8472,2014-05-04,I,8367,politician
8367,8473,2013-04-23,I,8367,politician
8367,8474,2008-02-15,I,8367,politician
8367,8475,2013-12-13,I,8367,politician
8477,8478,2014-09-20,I,8477,scientist
8477,8479,2010-01-17,I,8477,scientist
8477,3160,2009-09-28,I,8477,scientist
8477,3164,2010-01-22,I,8477,scientist
8477,8480,2014-10-25,I,8477,scientist
8477,3166,2011-09-09,I,8477,scientist
8477,3168,2009-03-08,I,8477,scientist
8477,8481,2008-05-18,I,8477,scientist
8477,8482,2010-12-27,I,8477,scientist
8477,3159,2012-11-12,I,8477,scientist
8477,8483,2008-06-24,I,8477,scientist
8477,8484,2009-11-20,I,8477,scientist
8477,8485,2009-03-19,I,8477,scientist
8477,8486,2014-10-04,I,8477,scientist
8477,3172,2008-02-19,I,8477,scientist
8477,8487,2013-03-27,I,8477,scientist
8477,3173,2007-11-20,I,8477,scientist
8477,8488,2007-10-07,I,8477,scientist
8477,8489,2013-09-27,I,8477,scientist
8477,7742,2010-12-06,I,8477,scientist
8477,7741,2013-12-18,I,8477,scientist
8477,3174,2008-04-20,I,8477,scientist
8477,3176,2007-01-04,I,8477,scientist
8477,8490,2011-09-06,I,8477,scientist
8477,3177,2008-07-21,I,8477,scientist
8477,8491,2013-09-12,I,8477,scientist
8477,8492,2014-04-01,I,8477,scientist
8477,3178,2010-02-14,I,8477,scientist
8477,8493,2009-08-14,I,8477,scientist
8477,8494,2009-11-11,I,8477,scientist
8477,8495,2012-07-04,I,8477,scientist
8477,3180,2010-01-09,I,8477,scientist
8477,8496,2012-01-11,I,8477,scientist
8477,8497,2012-07-21,I,8477,scientist
8477,8498,2012-02-06,I,8477,scientist
8477,8499,2013-12-18,I,8477,scientist
8477,8500,2014-09-22,I,8477,scientist
8477,8501,2012-08-18,I,8477,scientist
8477,8502,2010-12-09,I,8477,scientist
8477,8503,2011-11-20,I,8477,scientist
8477,8504,2008-06-23,I,8477,scientist
8477,3188,2008-01-19,I,8477,scientist
8477,8505,2008-07-14,I,8477,scientist
8477,3190,2010-12-15,I,8477,scientist
8477,3192,2007-02-18,I,8477,scientist
8477,8506,2011-09-17,I,8477,scientist
8477,3197,2008-10-23,I,8477,scientist
8477,8507,2012-10-13,I,8477,scientist
8477,8508,2012-04-27,I,8477,scientist
8477,3199,2009-12-08,I,8477,scientist
8477,3200,2008-10-16,I,8477,scientist
8477,8509,2014-06-07,I,8477,scientist
8477,3201,2014-07-27,I,8477,scientist
8477,8510,2007-07-11,I,8477,scientist
8477,8511,2007-01-17,I,8477,scientist
8477,8512,2014-02-10,I,8477,scientist
8477,8513,2011-08-28,I,8477,scientist
8477,8514,2013-12-24,I,8477,scientist
