source,target,bipartite,centrality,node
p189,u5458,projects,0.011296,p189
p189,u6437,projects,0.011296,p189
p189,u11816,projects,0.011296,p189
p1857,u6042,projects,0.005945,p1857
p1857,u6395,projects,0.005945,p1857
p1857,u27708,projects,0.005945,p1857
p1857,u3934,projects,0.005945,p1857
p1857,u4756,projects,0.005945,p1857
p1857,u7271,projects,0.005945,p1857
p1857,u2137,projects,0.005945,p1857
u758,p138,users,0.000595,u758
u14432,p29,users,0.000595,u14432
u18169,p138,users,0.000595,u18169
p1545,u6316,projects,0.002973,p1545
p1545,u791,projects,0.002973,p1545
p1545,u3128,projects,0.002973,p1545
u47644,p233,users,0.000595,u47644
u41577,p233,users,0.000595,u41577
u2097,p286,users,0.000595,u2097
u11423,p7091,users,0.000595,u11423
u12933,p138,users,0.000595,u12933
u28957,p298,users,0.001189,u28957
p2562,u1384,projects,0.005351,p2562
p2562,u940,projects,0.005351,p2562
p2562,u11816,projects,0.005351,p2562
p2562,u3990,projects,0.005351,p2562
p2562,u13258,projects,0.005351,p2562
u5901,p286,users,0.000595,u5901
u4706,p29,users,0.001189,u4706
u2506,p8,users,0.000595,u2506
u1449,p8,users,0.001189,u1449
u22842,p3295,users,0.000595,u22842
u4911,p1229,users,0.000595,u4911
p2045,u8874,projects,0.002973,p2045
p2045,u6207,projects,0.002973,p2045
p1183,u11317,projects,0.005945,p1183
p1183,u36130,projects,0.005945,p1183
u48233,p558,users,0.000595,u48233
u7192,p2888,users,0.000595,u7192
u2956,p298,users,0.000595,u2956
u875,p233,users,0.000595,u875
u2514,p29,users,0.000595,u2514
p1170,u11571,projects,0.006540,p1170
p1170,u15475,projects,0.006540,p1170
p1170,u22874,projects,0.006540,p1170
p1170,u17066,projects,0.006540,p1170
p1170,u1034,projects,0.006540,p1170
p1170,u929,projects,0.006540,p1170
u9696,p845,users,0.000595,u9696
u23479,p298,users,0.000595,u23479
u3116,p8,users,0.000595,u3116
u25067,p8,users,0.000595,u25067
u12790,p29,users,0.001189,u12790
p162,u1828,projects,0.014863,p162
p162,u8737,projects,0.014863,p162
p162,u1278,projects,0.014863,p162
p162,u485,projects,0.014863,p162
p162,u1679,projects,0.014863,p162
p162,u5759,projects,0.014863,p162
p162,u1032,projects,0.014863,p162
p162,u608,projects,0.014863,p162
p162,u26872,projects,0.014863,p162
p162,u20543,projects,0.014863,p162
p162,u7903,projects,0.014863,p162
p162,u13616,projects,0.014863,p162
p162,u1798,projects,0.014863,p162
u6427,p298,users,0.000595,u6427
u8953,p8,users,0.000595,u8953
u20,p5704,users,0.001189,u20
u20,p2585,users,0.001189,u20
u3588,p3784,users,0.001189,u3588
u2406,p65,users,0.001189,u2406
u16107,p5529,users,0.000595,u16107
p689,u14589,projects,0.011296,p689
p689,u3636,projects,0.011296,p689
p689,u5411,projects,0.011296,p689
p689,u1056,projects,0.011296,p689
p689,u955,projects,0.011296,p689
p689,u6844,projects,0.011296,p689
p689,u14378,projects,0.011296,p689
p689,u16873,projects,0.011296,p689
p689,u862,projects,0.011296,p689
p689,u3790,projects,0.011296,p689
p223,u6977,projects,0.017836,p223
p223,u3287,projects,0.017836,p223
p223,u4927,projects,0.017836,p223
p223,u1204,projects,0.017836,p223
p223,u6473,projects,0.017836,p223
p223,u19369,projects,0.017836,p223
p223,u3120,projects,0.017836,p223
p223,u37359,projects,0.017836,p223
p223,u15600,projects,0.017836,p223
p223,u7579,projects,0.017836,p223
p223,u15416,projects,0.017836,p223
p223,u20168,projects,0.017836,p223
p223,u43656,projects,0.017836,p223
p223,u1911,projects,0.017836,p223
p223,u21251,projects,0.017836,p223
u7373,p10010,users,0.000595,u7373
u8408,p298,users,0.000595,u8408
u16579,p1514,users,0.000595,u16579
u1850,p1179,users,0.000595,u1850
u365,p138,users,0.001189,u365
u3632,p1229,users,0.000595,u3632
u13917,p1514,users,0.000595,u13917
u2222,p29,users,0.001189,u2222
u3729,p558,users,0.000595,u3729
u6969,p138,users,0.001189,u6969
p6503,u18071,projects,0.002378,p6503
p298,u9033,projects,0.022592,p298
p298,u2056,projects,0.022592,p298
p298,u12184,projects,0.022592,p298
p298,u11056,projects,0.022592,p298
p298,u2569,projects,0.022592,p298
p298,u12664,projects,0.022592,p298
p298,u1208,projects,0.022592,p298
p298,u92,projects,0.022592,p298
p298,u437,projects,0.022592,p298
p298,u2906,projects,0.022592,p298
p298,u8666,projects,0.022592,p298
p298,u255,projects,0.022592,p298
p298,u456,projects,0.022592,p298
p298,u24868,projects,0.022592,p298
p298,u1546,projects,0.022592,p298
p298,u23585,projects,0.022592,p298
p298,u7422,projects,0.022592,p298
p298,u5416,projects,0.022592,p298
p298,u929,projects,0.022592,p298
u817,p233,users,0.000595,u817
u23217,p558,users,0.000595,u23217
p3604,u2127,projects,0.004162,p3604
p3604,u5956,projects,0.004162,p3604
u2479,p647,users,0.001189,u2479
u2479,p1514,users,0.001189,u2479
u28872,p29,users,0.000595,u28872
u401,p10010,users,0.000595,u401
u2044,p286,users,0.000595,u2044
u87,p65,users,0.000595,u87
u5340,p8,users,0.000595,u5340
u2509,p1179,users,0.001189,u2509
u21688,p8,users,0.000595,u21688
u22452,p1328,users,0.000595,u22452
u8769,p138,users,0.001189,u8769
u6758,p138,users,0.000595,u6758
u2480,p985,users,0.002378,u2480
u2480,p138,users,0.002378,u2480
u1398,p647,users,0.000595,u1398
u5729,p4301,users,0.000595,u5729
p4301,u5088,projects,0.008323,p4301
p4301,u12888,projects,0.008323,p4301
p4301,u8767,projects,0.008323,p4301
p4301,u25084,projects,0.008323,p4301
p4301,u23538,projects,0.008323,p4301
p4301,u1736,projects,0.008323,p4301
u86,p558,users,0.001784,u86
u86,p2965,users,0.001784,u86
p16038,u5408,projects,0.003567,p16038
p16038,u13834,projects,0.003567,p16038
p16038,u298,projects,0.003567,p16038
u6970,p647,users,0.000595,u6970
u334,p558,users,0.000595,u334
u5220,p845,users,0.000595,u5220
u3494,p558,users,0.000595,u3494
u2927,p233,users,0.000595,u2927
p186,u702,projects,0.000595,p186
u7353,p7760,users,0.000595,u7353
u4317,p23284,users,0.001784,u4317
u4317,p22025,users,0.001784,u4317
u6742,p2734,users,0.000595,u6742
u632,p1179,users,0.001189,u632
u9761,p29,users,0.001189,u9761
u14119,p1478,users,0.000595,u14119
u2712,p8,users,0.000595,u2712
u8387,p29,users,0.001189,u8387
u1658,p2131,users,0.000595,u1658
u1975,p3678,users,0.002378,u1975
u1975,p3654,users,0.002378,u1975
u5400,p10548,users,0.000595,u5400
u5488,p2965,users,0.000595,u5488
u3040,p1514,users,0.000595,u3040
u2854,p1179,users,0.000595,u2854
u299,p29,users,0.000595,u299
u20307,p233,users,0.000595,u20307
u226,p29,users,0.002378,u226
u6925,p2965,users,0.000595,u6925
p5529,u608,projects,0.002973,p5529
u6645,p1050,users,0.000595,u6645
u3994,p3678,users,0.001189,u3994
u10142,p286,users,0.000595,u10142
u112,p1179,users,0.000595,u112
u5635,p845,users,0.002378,u5635
u702,p1514,users,0.004162,u702
u702,p1299,users,0.004162,u702
u12697,p2734,users,0.000595,u12697
u10051,p2888,users,0.000595,u10051
u24200,p8,users,0.000595,u24200
u6905,p1514,users,0.000595,u6905
u10937,p2888,users,0.001189,u10937
p985,u5936,projects,0.005351,p985
u940,p29,users,0.001189,u940
u3610,p3784,users,0.000595,u3610
p558,u2570,projects,0.019620,p558
p558,u2416,projects,0.019620,p558
p558,u1305,projects,0.019620,p558
p558,u20271,projects,0.019620,p558
p558,u2148,projects,0.019620,p558
p558,u723,projects,0.019620,p558
p558,u4045,projects,0.019620,p558
p558,u16985,projects,0.019620,p558
p558,u3894,projects,0.019620,p558
p6894,u1720,projects,0.002973,p6894
p6894,u801,projects,0.002973,p6894
u3945,p1179,users,0.000595,u3945
u3110,p671,users,0.000595,u3110
u7779,p383,users,0.001189,u7779
u53159,p233,users,0.000595,u53159
u914,p138,users,0.000595,u914
u19671,p29,users,0.000595,u19671
u7890,p1958,users,0.000595,u7890
p671,u608,projects,0.002378,p671
p3095,u2137,projects,0.001189,p3095
p647,u589,projects,0.014863,p647
p647,u14306,projects,0.014863,p647
p647,u4136,projects,0.014863,p647
p647,u544,projects,0.014863,p647
p647,u7887,projects,0.014863,p647
p647,u846,projects,0.014863,p647
p647,u1749,projects,0.014863,p647
p647,u6174,projects,0.014863,p647
p647,u7473,projects,0.014863,p647
p647,u1066,projects,0.014863,p647
p647,u10747,projects,0.014863,p647
p647,u1682,projects,0.014863,p647
p647,u3134,projects,0.014863,p647
p647,u3142,projects,0.014863,p647
u11235,p286,users,0.000595,u11235
u1278,p138,users,0.001784,u1278
u932,p29,users,0.000595,u932
p37885,u11816,projects,0.000595,p37885
p845,u4080,projects,0.006540,p845
p845,u3720,projects,0.006540,p845
p845,u2950,projects,0.006540,p845
p845,u6733,projects,0.006540,p845
p845,u5936,projects,0.006540,p845
p845,u5055,projects,0.006540,p845
p138,u21351,projects,0.018430,p138
p138,u1780,projects,0.018430,p138
p138,u868,projects,0.018430,p138
p138,u44,projects,0.018430,p138
p138,u935,projects,0.018430,p138
p138,u7765,projects,0.018430,p138
p138,u1868,projects,0.018430,p138
p138,u106,projects,0.018430,p138
p138,u11088,projects,0.018430,p138
u8431,p1229,users,0.000595,u8431
u5520,p6589,users,0.001784,u5520
u29288,p2734,users,0.000595,u29288
p1328,u9904,projects,0.009512,p1328
p1328,u2133,projects,0.009512,p1328
p1328,u1648,projects,0.009512,p1328
p1328,u1880,projects,0.009512,p1328
p1328,u24,projects,0.009512,p1328
p5706,u558,projects,0.001189,p5706
u8221,p1050,users,0.000595,u8221
u2852,p1179,users,0.000595,u2852
u1890,p2150,users,0.000595,u1890
u5323,p286,users,0.001189,u5323
u5323,p29,users,0.001189,u5323
p7091,u2002,projects,0.005351,p7091
p7091,u2137,projects,0.005351,p7091
u3569,p1958,users,0.000595,u3569
u1211,p515,users,0.001784,u1211
u1211,p2965,users,0.001784,u1211
u4730,p1229,users,0.000595,u4730
u5695,p233,users,0.000595,u5695
u1910,p29,users,0.000595,u1910
u1056,p2131,users,0.001189,u1056
p2150,u608,projects,0.002973,p2150
u2398,p8,users,0.000595,u2398
u684,p1123,users,0.001189,u684
u6926,p65,users,0.000595,u6926
p1478,u254,projects,0.008323,p1478
p1478,u5015,projects,0.008323,p1478
p1478,u6975,projects,0.008323,p1478
p1478,u2510,projects,0.008323,p1478
p1478,u3329,projects,0.008323,p1478
u978,p65,users,0.001189,u978
p1179,u16387,projects,0.014269,p1179
p1179,u2169,projects,0.014269,p1179
p1179,u530,projects,0.014269,p1179
p1179,u2547,projects,0.014269,p1179
p1179,u2901,projects,0.014269,p1179
p1179,u5674,projects,0.014269,p1179
u316,p29,users,0.000595,u316
u1305,p4208,users,0.001784,u1305
u5745,p29,users,0.000595,u5745
u4408,p743,users,0.000595,u4408
p1229,u195,projects,0.010107,p1229
u95,p1514,users,0.000595,u95
u5582,p2277,users,0.000595,u5582
u15499,p286,users,0.000595,u15499
u6234,p604,users,0.000595,u6234
u5073,p7760,users,0.001189,u5073
u2068,p4208,users,0.000595,u2068
u15716,p29,users,0.000595,u15716
u18428,p233,users,0.000595,u18428
u16387,p233,users,0.001189,u16387
u8256,p1123,users,0.000595,u8256
p1050,u1619,projects,0.003567,p1050
p1050,u5563,projects,0.003567,p1050
u6207,p2585,users,0.001189,u6207
u4323,p3784,users,0.001784,u4323
u4323,p1514,users,0.001784,u4323
u18265,p29,users,0.000595,u18265
u3454,p8,users,0.000595,u3454
p1986,u2137,projects,0.001189,p1986
p1986,u1267,projects,0.001189,p1986
p1222,u16562,projects,0.006540,p1222
p1222,u608,projects,0.006540,p1222
p1222,u774,projects,0.006540,p1222
u16048,p515,users,0.000595,u16048
u935,p8,users,0.001784,u935
p18292,u9911,projects,0.000595,p18292
u21965,p29,users,0.000595,u21965
u11897,p29,users,0.000595,u11897
u931,p4208,users,0.000595,u931
u1208,p1123,users,0.002378,u1208
p3784,u2844,projects,0.004756,p3784
u140,p3654,users,0.000595,u140
u14473,p286,users,0.000595,u14473
p1514,u6881,projects,0.013080,p1514
p1514,u2906,projects,0.013080,p1514
p1514,u2510,projects,0.013080,p1514
p1514,u5177,projects,0.013080,p1514
p604,u258,projects,0.006540,p604
u159,p29,users,0.001189,u159
p2277,u2137,projects,0.001189,p2277
u6229,p4208,users,0.000595,u6229
u92,p4208,users,0.001189,u92
u6316,p8,users,0.001784,u6316
u7721,p65,users,0.000595,u7721
u7456,p8,users,0.000595,u7456
u16297,p8,users,0.000595,u16297
u986,p1958,users,0.000595,u986
u1898,p743,users,0.001189,u1898
p65,u48984,projects,0.021998,p65
p65,u7330,projects,0.021998,p65
p65,u8582,projects,0.021998,p65
p65,u12819,projects,0.021998,p65
p65,u2596,projects,0.021998,p65
p3051,u5845,projects,0.000595,p3051
u1895,p286,users,0.000595,u1895
u2906,p8,users,0.002378,u2906
u2459,p1958,users,0.000595,u2459
u2008,p286,users,0.001189,u2008
u11505,p8,users,0.000595,u11505
u26930,p8,users,0.000595,u26930
p1736,u4053,projects,0.003567,p1736
p1736,u6749,projects,0.003567,p1736
u801,p1123,users,0.001784,u801
u15647,p839,users,0.002378,u15647
u6733,p2585,users,0.001189,u6733
u13257,p29,users,0.000595,u13257
u1106,p286,users,0.000595,u1106
p1299,u1859,projects,0.001189,p1299
p2593,u673,projects,0.002973,p2593
p2593,u6077,projects,0.002973,p2593
u215,p2131,users,0.001189,u215
p2131,u10566,projects,0.008918,p2131
p2131,u1197,projects,0.008918,p2131
p2131,u809,projects,0.008918,p2131
u21752,p29,users,0.000595,u21752
u11762,p233,users,0.000595,u11762
p896,u2120,projects,0.003567,p896
p896,u21,projects,0.003567,p896
u5135,p8,users,0.000595,u5135
u5010,p233,users,0.001189,u5010
u5010,p8,users,0.001189,u5010
u22431,p8,users,0.000595,u22431
u7100,p233,users,0.000595,u7100
u862,p1958,users,0.001189,u862
p515,u14467,projects,0.002378,p515
u39746,p2585,users,0.000595,u39746
u6528,p8,users,0.000595,u6528
u1777,p4208,users,0.000595,u1777
u6682,p233,users,0.000595,u6682
u816,p286,users,0.000595,u816
u35047,p8,users,0.000595,u35047
u1180,p1584,users,0.001189,u1180
u456,p29,users,0.001189,u456
u8795,p29,users,0.000595,u8795
u2898,p233,users,0.000595,u2898
p10548,u6749,projects,0.001784,p10548
u15556,p3654,users,0.000595,u15556
u5157,p1958,users,0.000595,u5157
u4501,p743,users,0.000595,u4501
u5588,p3678,users,0.000595,u5588
u399,p8,users,0.000595,u399
u2771,p8,users,0.000595,u2771
p10866,u1379,projects,0.001784,p10866
p10866,u14776,projects,0.001784,p10866
p839,u5916,projects,0.001189,p839
p743,u9107,projects,0.005945,p743
p1123,u655,projects,0.006540,p1123
u118,p8,users,0.000595,u118
p2585,u7213,projects,0.006540,p2585
p2585,u712,projects,0.006540,p2585
u698,p8,users,0.001189,u698
p286,u655,projects,0.017836,p286
u2504,p8,users,0.000595,u2504
u9338,p8,users,0.000595,u9338
u10505,p8,users,0.000595,u10505
u4364,p29,users,0.000595,u4364
p3654,u1736,projects,0.004162,p3654
u36889,p29,users,0.000595,u36889
u327,p29,users,0.000595,u327
p7760,u2254,projects,0.003567,p7760
u3702,p29,users,0.000595,u3702
p2888,u5228,projects,0.005351,p2888
u9186,p8,users,0.000595,u9186
u2596,p8,users,0.001189,u2596
p18015,u298,projects,0.001189,p18015
